-1.647556660126558992e-02,-8.829657598572576704e-02,-2.717167935374973364e-01,-1.038534093937997643e-01,6.346936627119115215e-02,-2.366778198805842837e-01,1.568240321932354575e-01,-1.617229746547022007e-02,5.398915377082522116e-02,-1.401239702252154440e-01,2.284111597624646217e-01,-1.912530062242698281e-01,8.870263296953995180e-02,2.280340280625619415e-02,-6.504574989520604811e-02,-3.588020837208507480e-02,-7.985896012990569004e-02,9.160990316529907251e-02,-6.397224969123764711e-03,6.095825335565208808e-02,-9.428296564017585313e-02,5.068637742962689603e-03,-3.354256631573943603e-01,1.291614154611571592e-02,-2.732329353033404740e-01,3.528279270248270705e-01,-5.270048492366330439e-01,-1.055919062220308791e-01,1.295094709333444302e-03,2.176007392027284604e-01,-8.643406346283162567e-02,-2.571938790863545835e-03,-4.731750114430594012e-02,-7.773524112911028849e-02,3.061288448406497206e-02,1.797006699571008408e-03,7.368665920342730782e-03,4.102759258390779873e-02,2.194174652494446098e-02,3.694716212836743341e-02,1.950024909217541388e-02,1.182743105726237823e-02,9.793025934595351104e-03,6.848427907883059343e-03,5.592654695120096537e-04,1.431886808056821866e-04,5.828470766434039156e-03,1.794663180154502588e-03,1.261766075489271187e-03,2.390649034331605166e-03,4.400900239718763193e-04,1.674150628915369032e-02,2.012262150239891093e-02,1.569505484786836878e-04,4.934826793909921107e-03,2.098770735841854265e-03,1.500961420684887354e-04,2.732987624753154682e-03,4.919953018191781924e-05,1.580854255206935140e-18,-1.017889181174115901e-20
-1.202377734453086155e-03,-2.040044855230577214e-02,-1.054824073419791119e-01,-1.574867815580743291e-01,9.664176289606030146e-02,3.104797250095074623e-02,1.589953634930678372e-02,7.251550522025014545e-02,-7.422390214369800621e-02,-7.294957232830245886e-02,-1.551923938608845976e-01,1.286075437220478013e-01,-8.586919252149199933e-02,-4.945799284898826781e-02,-1.041203709823705914e-01,-8.176830719936961644e-02,2.062484581138471218e-02,6.343492500580794752e-03,1.258281452080437304e-02,-5.172644302392602825e-03,-7.829499186348714418e-03,-5.811652154415187718e-03,4.779146920553364875e-02,4.322302829147257885e-02,-7.398434961095795570e-02,-8.372823255259021977e-04,2.218827102460629863e-02,-5.849316498081515853e-02,-1.454506526788266335e-02,-1.214275257251163781e-01,1.502743013530490612e-01,1.240373041679886518e-01,-7.157715823801322208e-02,-4.348462949702384117e-01,3.411978264042720421e-01,1.116944586505368674e-02,-1.456979409707882811e-01,2.712217792191920843e-02,1.201836642498580188e-01,7.663686808057441902e-02,3.666124565682415404e-01,1.948213901603056131e-02,-4.914632210027349707e-02,-1.429591371216287765e-01,-7.442144390493011553e-03,2.361422565659563634e-03,3.731046664143421870e-02,8.823058151219915005e-03,8.340114450568750226e-02,-1.477133195774957448e-02,-9.723396083176853721e-02,-2.232928216991776627e-01,-3.240307019207119277e-01,-1.357816702126535269e-01,-2.955372963534974584e-01,-8.867417268346119985e-02,-5.830033260114212551e-02,3.312279902054651726e-02,8.366689081519081053e-04,-1.084649688495045939e-16,1.729076379001759722e-18
-1.584671684750781767e-02,-8.529732195055694799e-02,-2.668229765590178770e-01,-9.831283194540352266e-02,7.642225988335031583e-02,-2.391388954571548320e-01,1.600882345075576307e-01,-1.719402544939791638e-02,5.924561726900712949e-02,-1.382463129537475632e-01,2.284797839731212976e-01,-1.878019786576670958e-01,9.816840375588292700e-02,2.269769957441874000e-02,-1.867416794900021021e-02,-3.232658299822433606e-02,-8.069099673067665901e-02,5.213964544437739435e-02,-2.256638065078871852e-02,-7.189400027632130395e-03,-1.459938539204103103e-01,6.099886487524295783e-03,-4.161341842952073766e-01,2.562234490938891662e-01,9.373023820430714803e-02,-2.864942836721715014e-01,5.286763552316443571e-01,9.156724209746665288e-02,7.695142084172407193e-03,-1.529446832193291916e-01,1.166386886583645338e-01,9.663307105782694556e-03,3.972405731743317708e-02,4.027600493809815885e-02,-5.758303576937084250e-03,-4.425450251825566866e-02,-2.629549670914389098e-02,-2.486496546682333622e-02,-6.845351856345789632e-02,-2.459274875220420972e-02,1.487488602297811109e-02,-2.531842524079086845e-03,2.556141036403265787e-02,3.272456751219623289e-02,2.154795750851573773e-03,-5.274626074658402431e-04,-1.129531475665645525e-02,-2.732070592030341055e-04,1.246038407201084143e-02,-7.034780858294147586e-03,-1.931910060355496520e-02,-1.176737410656853236e-02,-1.737378934460207663e-02,9.710292488602804625e-04,-1.497167086544143495e-02,-4.572176131436792175e-04,-1.856048252265503091e-04,-6.597803566404311648e-03,-5.409521687721047245e-04,3.369448794014634071e-18,1.403884804712284782e-19
-9.967783593460285280e-03,-3.733578842291795929e-02,-1.235009270947110549e-01,-1.470765947523104411e-01,8.647991036362842610e-02,2.957556291543583793e-02,9.539033264358565134e-03,7.116742398249566171e-02,-5.861743021348933547e-02,-7.397235627703174776e-02,-1.158228245974148307e-01,8.490770565369076817e-02,-6.312100790833488628e-02,-4.917106956079378421e-02,-1.152262223265708430e-01,-1.141225744389553626e-01,1.260048295772235247e-02,2.025225472766475562e-02,2.297978510055648238e-02,-2.140029904923447523e-02,-1.520947622475520011e-02,5.400462200561011346e-04,-2.499426850302044131e-02,-1.058037923585615908e-01,7.583551620173320518e-02,4.977738574112938741e-02,-8.993246670156967992e-02,-6.889874037221698638e-03,6.863790205743664115e-03,-1.295025051215567824e-01,2.735294661635418456e-01,3.145042749820694053e-03,5.234082095005002100e-02,1.602926030365447452e-01,1.204112876848684455e-01,-1.054568311392301561e-01,1.102694362546785961e-01,-1.115786512354252358e-01,-5.092726981924455831e-02,-5.135884643199017247e-02,-4.182510685938582370e-03,-9.196211361752002628e-03,-1.217195062539976058e-02,8.352294981927728401e-02,6.747924843392942920e-03,-7.678802041068247958e-03,-1.331618530256807043e-01,-1.412458338491101584e-03,-1.121919926440214793e-01,-3.870085510676936347e-02,7.207519985713763955e-01,-9.541337636115516940e-02,-1.361510007094869912e-01,6.243016704954425927e-02,2.439674396287722091e-01,-7.402862807789799271e-02,2.291445805120936527e-02,1.570518731647834454e-01,2.461759339044862493e-03,-1.849067621219643361e-17,-1.990757473188749237e-18
-3.469552341616464596e-03,-2.272603824228189295e-02,-1.089488017004839882e-01,-1.548531658729401794e-01,9.095582310510508250e-02,2.723141360251954413e-02,1.441978502815188801e-02,7.556253426630851755e-02,-6.964697242585186909e-02,-7.598555011620958255e-02,-1.437470385285636310e-01,1.247255539387655821e-01,-8.044792501645919858e-02,-4.890536154540405661e-02,-1.071616504876000409e-01,-9.391250365898676233e-02,2.051939981685423769e-02,-1.518259688951836134e-02,1.936507162319408420e-02,-2.245524975188445405e-02,-1.244229416364938355e-02,-2.072363544622720863e-03,-1.091127518532370583e-02,-1.903591926174365984e-02,2.779649694755862224e-02,-5.145988964634450741e-02,1.117615872848024272e-01,6.221436639376331373e-02,4.862302112861221007e-03,3.543110802601247972e-02,-2.765158692051420952e-01,1.255268916830939475e-02,-2.111438954341064989e-01,-1.555171814070737957e-01,3.127161486463532758e-01,-6.221703765130238289e-02,6.487203524899033680e-02,1.005018587479443795e-02,3.936017835475044135e-01,1.212913517250793494e-01,-3.555455727340069150e-02,2.319665892354014214e-02,2.039741753759014564e-01,3.407120360715211183e-01,2.364708585817912323e-02,-7.127494606765189152e-03,-1.354071631496694128e-01,-1.114275154393534056e-02,-6.546863508474005076e-03,-4.941441072696998310e-02,-1.144589092890135190e-01,1.944993578422460068e-01,2.934411957383272762e-01,1.509491457900710432e-01,2.865520399150899844e-01,5.193487219896020940e-02,5.175565951252454611e-02,-9.774159189087602492e-03,-1.036223690521038314e-03,1.465775629007760769e-16,-1.765114455533596154e-18
-1.668815133453936629e-03,-1.906877047642676487e-02,-1.049405850403393042e-01,-1.477606401809387349e-01,9.403757732395523483e-02,3.097017400461316017e-02,1.399243592257221058e-02,6.928930529437060670e-02,-7.306303976489531005e-02,-7.425685609082800787e-02,-1.475125619498149909e-01,1.171611859383097087e-01,-8.758954014497488672e-02,-3.964950780848321144e-02,-8.432849050516376399e-02,-5.141286076278376443e-02,1.430358841655362395e-02,2.995229173565085862e-02,9.361302668440485419e-03,3.353123143523824290e-03,2.256873991418146402e-02,-5.561960750804104125e-03,-3.633311556790781022e-02,5.552834892473271222e-02,-8.509939850896333646e-03,5.062723825330156524e-03,-5.475770563866221019e-02,-4.664886253013347805e-02,-7.651699320751666200e-03,-7.851025935757544039e-02,3.532580059748243184e-01,1.785528936254511811e-01,1.305348270241884351e-02,-7.397970319295027464e-02,-6.249900578353693170e-01,1.844701594763925034e-01,-5.771919775260525576e-02,1.856485746812686910e-01,3.290539130375202959e-01,1.804147322302473710e-01,-2.516877649471602751e-01,-4.297550661668874013e-03,6.162795283041978128e-02,9.164331502860666168e-02,5.637413939317182168e-03,-9.982685159280982757e-04,1.952651443864686365e-02,-8.714731001034564661e-03,-3.388580646129395191e-02,-1.503517036927239439e-02,-3.271485453892716833e-02,-1.217888325915845830e-03,1.322616608470817377e-02,-3.271736267442747897e-02,-6.967549305623818579e-02,6.652850069620476481e-02,2.208504656755209267e-03,-1.200112787994112445e-01,-2.838740600374575762e-04,-1.494529812602233338e-17,5.415485036030582245e-19
-6.120274069605951411e-03,-2.873396880093054620e-02,-5.767185172474460775e-02,-5.483673242138632775e-02,2.593432010594887149e-02,1.427677069943290855e-02,4.098536765612892374e-03,2.743262867028496005e-02,-3.320009410016951101e-02,-3.767979113825492554e-02,-5.373600427587371664e-02,3.417502461738214370e-02,-2.552968489880799718e-02,-3.007538526582913263e-02,-7.135225458268099064e-02,-8.476027673271570306e-02,1.065118770254333547e-02,-3.449542999026465606e-03,1.577704111996824921e-02,1.912983485796063143e-03,-1.779932938996777250e-02,1.594425192404094619e-03,-3.888297357708408314e-02,-1.262284696544456741e-01,3.813859973100344053e-02,4.536605842340742795e-02,2.545163619727318360e-02,2.091091138493930690e-02,1.267617549911480290e-02,-6.276873980335159059e-03,6.923483106549191413e-02,-8.582982295517160853e-02,4.781548283844028746e-01,-8.732611985540308930e-02,2.024291750168132620e-01,1.230820808827522983e-01,-6.932646327968408628e-02,6.155449772621641308e-02,-1.536058618823430907e-02,-2.547145440406383896e-02,-3.013960956415951634e-03,-3.007141575109609308e-03,-1.647192186597394026e-01,-2.476743880665205899e-01,-1.828266565266393681e-02,7.413275801807218263e-03,1.284327273134577285e-01,6.715844775590188755e-03,2.759451136463064377e-02,1.125544929839941283e-01,3.412397264690895937e-02,9.736357610335501234e-02,1.699291913533972076e-01,7.990991693299059895e-02,1.969003777231793650e-01,4.081125969574516538e-02,3.484729136349234979e-02,-6.537158488269426693e-01,-5.602134060001847174e-03,2.910257084841499813e-16,-2.469128284464298435e-19
-1.673003069252417679e-02,-8.810750197448255494e-02,-2.677455063156260473e-01,-9.837221345923274907e-02,7.476940891342359619e-02,-2.479978877415226213e-01,1.651323827977279057e-01,-1.205221027834251640e-02,5.975695555533472314e-02,-1.389457510305537324e-01,2.521312271234430469e-01,-1.377163926705025077e-01,7.882958063520013881e-02,2.825189419013662134e-02,-9.801973263298893735e-02,5.887667857839103819e-02,-1.044452755943354877e-01,-3.996527746482725352e-02,4.338171868978756701e-02,1.909364160829677415e-01,-1.287040856530725919e-01,2.454700376947331272e-02,7.499156803039062069e-01,-1.512020190520459717e-01,1.424625888757464764e-01,-7.935943065307805855e-02,4.150799682274802782e-03,3.356204251131773147e-03,-1.235841088847856005e-02,-3.373107472084647951e-02,-3.183944334584246083e-02,2.589823801359271080e-02,-1.649987540824184376e-02,-8.599184496668218006e-03,-4.325551258228830381e-02,4.138170826157676341e-02,-6.334686750342859857e-03,2.307315622699320379e-03,4.059564236354729766e-02,-2.925929137341830907e-04,-2.498424728565777284e-02,-1.731782706385240084e-03,-2.719542675428718304e-02,-2.337465285483882049e-02,-1.709093938651558460e-03,5.963617059505654387e-05,1.353108029749241917e-03,-3.385337912692614176e-03,-3.412515552944557842e-03,6.769377137642518943e-03,4.627005232997210074e-03,-2.021076015166348334e-03,1.640291706403147884e-03,3.030768582161241613e-03,8.819148371775050593e-03,2.167920266104566597e-03,2.997901068600699638e-03,-1.386555057998828432e-03,4.895042591939981680e-04,-9.885358493812881521e-19,-1.831125801687291226e-19
-9.668963598097300022e-03,-3.701064095637590645e-02,-1.243948566685710716e-01,-1.525656411664517986e-01,8.377264568334118200e-02,3.024055105340899691e-02,7.469213117164206876e-03,7.247228182680502673e-02,-5.959644208380519143e-02,-7.610458914637957539e-02,-1.265239649596465177e-01,8.989166307082681329e-02,-6.347759082238382811e-02,-4.483054144625395199e-02,-1.118220748622145294e-01,-1.436320187181071018e-01,1.833398618668839741e-02,4.631918489585143753e-03,2.320310477868570143e-02,-4.576142250923556642e-02,-4.443422740881631389e-02,-3.025725826340621306e-03,-8.702061610927291913e-02,-1.232066915640857574e-01,1.285076176272094417e-01,-6.803706968618209588e-03,6.131031952578423760e-02,9.373972441854130921e-02,2.504450929532123227e-02,1.269826632537978117e-01,-1.878653367101099925e-01,-3.800492676465266895e-02,-3.746984129112790884e-01,3.345434519496079950e-01,1.219788741543369470e-01,1.992160974672963977e-02,1.813430124426598788e-01,6.403558932487210531e-02,2.357565916407130396e-02,5.385748031021676124e-02,-3.291441612564124375e-01,-5.920838444183602889e-02,-2.626945190759668036e-01,-3.500776257438911743e-01,-2.740790195043054864e-02,1.153148807349413732e-02,2.083535510212995157e-01,-3.323952331276163429e-03,-2.026186012621294941e-02,1.261849915518441778e-01,-1.261652903197449382e-05,1.019977735315331924e-02,-4.384228459851342852e-02,-1.174964582208498365e-01,-2.516532963596029293e-01,1.043761979754059821e-01,-3.779528585578993682e-02,-7.268445896088294826e-03,9.700162859481830779e-04,2.241901673804030918e-17,1.909521424027243703e-18
-1.042033852349305047e-02,-3.775947750023824628e-02,-1.217918888706285147e-01,-1.474036466955025715e-01,8.760148786654942121e-02,4.188057200813419256e-02,4.443149805421813849e-03,7.037780743370791736e-02,-6.049707642021455445e-02,-6.998253772972370945e-02,-1.164252058760201214e-01,8.441949611805243947e-02,-6.665357873544021372e-02,-4.596047558606396882e-02,-1.141541696356584840e-01,-1.123128430693757507e-01,1.351894083871291868e-02,1.368953777008825694e-02,3.145608824110179141e-02,-4.749094831586882400e-03,-3.769072529990916218e-03,2.600612286036104500e-03,3.614967462729402892e-02,-1.189081724199342327e-01,1.774257099093827159e-02,7.689274688446437467e-02,-1.425973147879222303e-01,-2.180195606070864725e-02,3.986477145180650043e-03,-1.561659364388588156e-01,2.740871286526044281e-01,-7.421788833067988200e-02,2.784002850651465938e-02,3.553954090763405405e-01,6.604369505641467797e-02,-1.652604645816233564e-01,5.579136973732191224e-02,-1.367500078620067783e-01,-3.471519590042600467e-01,-1.854580203923239246e-01,2.663018310186538590e-02,-2.209868976511778979e-02,1.954777881251348048e-01,2.495088730933198440e-01,1.791893045416607239e-02,-4.940307389727268371e-03,-1.172659894080232690e-01,-5.001906260600587524e-03,4.613611378913650557e-02,-1.104371481020379603e-01,-4.750299196258035983e-01,3.122997458019251271e-02,3.611745444477225397e-02,-2.712885968159996913e-02,-1.447262816119141426e-01,-4.810684679245488815e-02,-1.133138596060974737e-02,-1.396018730281876064e-01,-3.170831578822830635e-03,6.309892302580208611e-17,1.124350682061997618e-18
-6.009342204801672131e-03,-2.879391066775638039e-02,-5.953545344173648973e-02,-5.841348248466502607e-02,2.376055717387134947e-02,1.440008549676748129e-02,4.132625490208762485e-03,2.936420154804394306e-02,-3.383565755514129914e-02,-3.891408182876967409e-02,-5.873453007565374029e-02,3.733237977308510175e-02,-2.602764351806200610e-02,-3.423779057024423783e-02,-8.356995795884042399e-02,-1.118008491173595881e-01,1.555079439496274973e-02,1.362639099937301614e-03,2.853190894367799851e-02,4.352082609007467025e-03,-2.145779042173834306e-02,-5.609882721425940534e-04,-6.662199817088108877e-02,-2.065670929885748408e-01,7.817801197184442996e-02,4.428045447371273952e-02,1.227915515054599782e-01,1.134880428268465885e-01,2.919286728149353069e-02,1.899109686222993920e-01,-5.303649992773644684e-01,-1.008381800803752615e-01,4.019447057894527386e-01,-1.617420919953192066e-02,-1.893154497630919475e-01,4.858626833063893480e-02,-3.900653084565507134e-02,-2.983422969270880035e-02,2.656344879087665575e-02,-8.201701204184673466e-02,-8.344256204445153757e-02,3.475920150499405004e-02,1.448105966513059395e-01,2.282739135699500821e-01,1.698049526902468270e-02,-7.439834211213143533e-03,-1.122951629443557225e-01,-8.171276239949478576e-03,-3.695597159554043359e-02,-1.262006897464261757e-01,6.243916491892379655e-02,-2.334619677346675692e-01,-3.152488907667165829e-01,-1.140271724789483077e-01,-2.048432194085339775e-01,-1.053541295134177158e-01,-3.339006913779423574e-02,-4.743423948861781592e-02,-5.768705199974608327e-04,-7.822501038923718625e-17,1.234766458132304804e-18
-5.922406755596400403e-03,-2.766559076199429784e-02,-5.748145430947035339e-02,-5.519352962137098750e-02,2.631428615371456115e-02,1.388287896716707687e-02,4.551842466110764089e-03,2.731145904426054982e-02,-3.271443801385597733e-02,-3.603253830783499645e-02,-5.199496785773560781e-02,3.272881531257954696e-02,-2.504955604600014180e-02,-2.981978420945125344e-02,-7.682609985689825560e-02,-8.123726010732537639e-02,1.098355163276131148e-02,-5.454508158491268126e-04,1.368262829776843367e-02,2.752859888233372999e-03,-1.379155670501475833e-02,1.102943999242579414e-03,-4.059521756573190865e-02,-1.144628202637308079e-01,4.413294362741577992e-02,4.651414102514576238e-02,1.049564676220354244e-02,1.210883998953353469e-02,1.087394442565870790e-02,-1.675634382051064547e-02,9.868756891555276189e-02,-8.254989726423846153e-02,4.616536724766040489e-01,-4.036298634500426474e-02,9.559312903840105902e-02,1.672242510045599817e-01,-7.404926168596803748e-02,7.020488360289166285e-02,3.023751240060115753e-02,-5.500489444886745571e-02,-1.404184559087992279e-01,3.841645193530418990e-04,-7.332639904590311508e-02,-1.466345909890703070e-01,-1.106620231584029383e-02,6.999963668036551095e-03,1.241496950371908520e-01,-7.933048705284842517e-04,3.133794606893389179e-02,6.383032846107752900e-02,-2.320157484587143104e-01,9.818810017715953742e-02,1.597920991847029959e-01,5.683306190575325434e-02,7.948084656264786663e-02,3.325789643952448138e-02,1.687468435712712045e-02,7.078535014730886754e-01,3.589658369193070558e-03,-2.180464484088070203e-16,-1.139373053865414567e-18
-2.032701602150048178e-03,-2.095743374550285490e-02,-1.067391500257980907e-01,-1.601084415191807719e-01,9.480042074244209027e-02,3.907382240330087297e-02,1.173841032392182980e-02,7.008998533470571501e-02,-7.327722014480722579e-02,-7.595008539031607164e-02,-1.597594031715134089e-01,1.157517465587911548e-01,-7.665149643262783585e-02,-4.687957430886162402e-02,-9.120175775284089514e-02,-9.664467653338872088e-02,1.996723288806828006e-02,3.119933272635113872e-02,1.598488227956335397e-02,-1.990566608724658390e-02,-1.604420735724739963e-02,-7.303671394332592048e-03,2.351799228798440167e-04,-2.320611683731480315e-02,-1.350362637624620207e-02,4.575461039234694771e-03,7.041100427908823789e-02,5.682463552288729083e-03,-1.028892221213026023e-02,5.172904226095304675e-02,-2.834255672016672833e-01,1.343408108017349334e-01,-1.419787134913560733e-01,-1.152166402947992635e-01,-4.393439366786809352e-01,-8.147515995071774597e-02,-1.379054840270308169e-01,-5.589568880043045696e-02,-4.136852186374465057e-01,-5.116950287497661065e-02,4.170149476196915450e-01,-2.173327442530067783e-03,-6.702886250092854326e-02,-1.881676582216265659e-01,-1.196834693293620001e-02,2.812751440639547906e-03,4.594267353630571149e-02,2.171124768558215651e-02,5.292646106907157588e-02,7.730240155550052727e-02,3.026159635452189620e-02,1.164284614011993624e-01,1.799089022878747890e-01,1.061606632272305006e-01,2.047074832702832636e-01,1.533060517982624132e-02,2.814380567195964161e-02,8.124229187281882536e-02,6.802782107060070934e-04,-8.578086175173219134e-17,-1.462765111069177394e-18
-6.880163552976274917e-03,-3.609064318027239288e-02,-8.662736258212910823e-02,-7.143987480664597267e-02,4.847042948516767230e-02,2.175925648741104321e-02,4.684180171226260195e-03,2.800904426679739004e-02,-3.077494203536504727e-02,-3.852410847668717719e-02,-3.928187105775821086e-02,7.427028081958400585e-02,-4.496975301634295596e-02,8.482237723933716902e-03,7.946886719483706174e-02,8.796420896415003965e-02,-3.821578858991047517e-03,-5.832415791760514612e-02,-1.776922075733557496e-02,3.234682654753833625e-04,4.292621003965205184e-02,1.270571649409632173e-02,5.790305743592120968e-02,2.610934874564153629e-01,-7.194346304295431982e-02,-1.050493231174932374e-01,-5.139579862928754517e-02,-5.291187504573732769e-02,-8.341444999161670010e-03,8.390504990988058298e-02,-3.345411521973589569e-02,-3.963278301872607545e-01,1.092935285085952085e-01,3.488793484940598266e-01,-9.853755308757466969e-02,-1.372399747085766356e-02,1.171696987018335523e-01,6.274524902720120256e-02,2.914889146589294544e-01,1.637310158376022173e-01,3.396583021930370538e-01,-5.336245653926080523e-02,-4.166518082704414455e-02,-9.630030985371378083e-02,-5.949096204192391366e-03,3.171169570067237931e-03,5.139269431100844387e-02,7.855707820171857481e-03,4.811983568531332661e-02,1.653998051894305793e-02,-1.053816147990188981e-02,2.554488208675840394e-02,7.249546060780262535e-02,1.011914630748559502e-02,-1.967483512805531104e-02,-5.272627078061616901e-01,1.593587363529556239e-02,1.497498149248814754e-02,2.219441648730805568e-03,-1.099529015884940018e-16,-2.465775498326725128e-18
-9.368777883462731798e-03,-7.524823801656071315e-03,-3.645788522594228809e-02,-1.237986152004427187e-01,6.364379626283364622e-02,1.948127974428604803e-01,-5.570603834742124394e-02,2.399513688477421941e-02,-1.090884594559972665e-01,-3.485954787061198989e-02,-3.122186061032506954e-01,-4.178084727913188301e-01,2.954989424273978260e-01,4.972971755815400186e-02,2.167071853170715601e-02,1.268060399467212385e-01,1.172115199604409005e-03,-5.914133326931461654e-02,-3.865454580406298829e-02,2.623803067199648870e-02,1.795848577930665713e-02,6.102077830419639325e-04,5.992301785528617031e-02,2.094222805325145209e-01,4.043906532881556826e-02,5.479565012030931243e-02,-1.414484399496415690e-03,-1.261808310405356237e-01,-3.395735677880814402e-02,5.148065109224986974e-02,-1.209340301023131836e-01,5.632583317255457356e-01,2.067880868599191735e-01,2.581028944775483613e-01,1.086435864650680122e-01,-5.202665325231210780e-02,3.090404475347703628e-02,1.626898351610506915e-02,4.267465203916515765e-02,7.941344505541497734e-02,3.496641740608077281e-02,2.020397772976918749e-02,-1.500995451738457165e-02,-1.144432422280332318e-02,-5.900386620222236936e-04,-2.256484683494071677e-03,-1.449889984152469280e-02,1.337428599819092279e-03,1.231696530194466115e-02,-9.493811504932340301e-03,-1.363967255192603811e-02,8.248565990243077878e-03,3.516306773873737954e-03,-3.730925694294246614e-03,-1.817063903369804667e-02,-2.842161213478838072e-03,-1.407237338686409848e-03,3.263528459044984231e-03,6.613140005166599344e-04,4.316522787899702085e-17,-5.922460616939961647e-20
